"book_id","isbn","authors","original_publication_year","title","average_rating","small_image_url"
"7856305","031603617X","James Patterson","2010.0","Cross Fire (Alex Cross, #17)","4.04","https://images.gr-assets.com/books/1287719974s/7856305.jpg"
"148821","142000159","Ross King","2000.0","Brunelleschi's Dome: How a Renaissance Genius Reinvented Architecture","3.84","https://images.gr-assets.com/books/1309288056s/148821.jpg"
"582533","1577312295","Shakti Gawain","1978.0","Creative Visualization: Use the Power of Your Imagination to Create What You Want in Your Life","4.13","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
"40329","60584025","Janet Evanovich","2004.0","Metro Girl (Alex Barnaby, #1)","3.60","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
"9565045","312360819","Darynda Jones","2011.0","Second Grave on the Left (Charley Davidson, #2)","4.29","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
"33609","155652532X","Anya Seton, Philippa Gregory","1954.0","Katherine","4.18","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
"828387","141020520","Marina Lewycka","2005.0","A Short History of Tractors in Ukrainian","3.37","https://images.gr-assets.com/books/1327935785s/828387.jpg"
"22693182","62225464","Kimberly McCreight","2015.0","Where They Found Her","3.83","https://images.gr-assets.com/books/1406044898s/22693182.jpg"
"125925","553590162","Kelley Armstrong","2004.0","Industrial Magic (Women of the Otherworld, #4)","4.12","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
"18867685",,"A.G. Riddle","2013.0","The Atlantis Plague (The Origin Mystery, #2)","3.88","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
"42512","034547581X","Harold G. Moore, Joseph L. Galloway","1991.0","We Were Soldiers Once... and Young: Ia Drang - The Battle that Changed the War in Vietnam","4.29","https://images.gr-assets.com/books/1328912889s/42512.jpg"
"92367","451215710","Ken Follett","2004.0","Whiteout","3.54","https://images.gr-assets.com/books/1309209422s/92367.jpg"
"568236","345349571","Barbara W. Tuchman","1978.0","A Distant Mirror:  The Calamitous 14th Century","4.11","https://images.gr-assets.com/books/1403200553s/568236.jpg"
"28899","142407577","Mike Lupica","2006.0","Heat","3.97","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
"900","60554738","Neil Strauss","2005.0","The Game: Penetrating the Secret Society of Pickup Artists","3.73","https://images.gr-assets.com/books/1410129471s/900.jpg"
"64864","330348779","Sue Grafton","1998.0","N is for Noose (Kinsey Millhone, #14)","3.97","https://images.gr-assets.com/books/1356443226s/64864.jpg"
"6443349","1423119509","Rick Riordan, Tk","2009.0","Percy Jackson and the Olympians Boxed Set (Percy Jackson and the Olympians, #1-5)","4.57","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
"11720382","525952764","Lisa Gardner","2012.0","Catch Me (Detective D.D. Warren, #6)","4.17","https://images.gr-assets.com/books/1325628802s/11720382.jpg"
"233044","778321606","Debbie Macomber","2003.0","The Shop on Blossom Street (Blossom Street, #1)","4.04","https://images.gr-assets.com/books/1459531418s/233044.jpg"
"93788","446616621","Nelson DeMille","2004.0","Night Fall (John Corey, #3)","4.07","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
"8967","316000957","Darren Shan","2001.0","Trials of Death (Cirque Du Freak, #5)","4.25","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
"7144426","446539813","Eric Van Lustbader, Robert Ludlum","2010.0","The Bourne Objective (Jason Bourne, #8)","4.07","https://images.gr-assets.com/books/1344269869s/7144426.jpg"
"27252717",,"Elle Kennedy","2016.0","The Score (Off-Campus, #3)","4.27","https://images.gr-assets.com/books/1493326480s/27252717.jpg"
"289644","310247535","Karen Kingsbury","2005.0","Even Now (Lost Love, #1)","4.26","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
"3121162","316059862","Anita Shreve","2008.0","Testimony","3.54","https://images.gr-assets.com/books/1328975356s/3121162.jpg"
"11544421","1937007588","Ilona Andrews","2013.0","Magic Rises (Kate Daniels, #6)","4.49","https://images.gr-assets.com/books/1359571572s/11544421.jpg"
"9970042","345524616","Ben Aaronovitch","2012.0","Whispers Under Ground (Peter Grant, #3)","4.16","https://images.gr-assets.com/books/1341006340s/9970042.jpg"
"18453095","031621129X","James Patterson, Maxine Paetro","2014.0","Unlucky 13 (Women’s Murder Club, #13)","3.94","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
"99610","446604089","Sidney Sheldon","1997.0","The Best Laid Plans","3.66","https://images.gr-assets.com/books/1353374848s/99610.jpg"
"2855034","61433012","Terry Pratchett","2008.0","Nation","4.05","https://images.gr-assets.com/books/1426659151s/2855034.jpg"
"114162","61259349","Lisa Kleypas","2004.0","Secrets of a Summer Night (Wallflowers, #1)","4.05","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
"456028","1595540342","Ted Dekker","2004.0","Red: The Heroic Rescue (The Circle, #2)","4.30","https://images.gr-assets.com/books/1380858319s/456028.jpg"
"10680329","312655452","Louise Penny","2011.0","A Trick of the Light (Chief Inspector Armand Gamache, #7)","4.29","https://images.gr-assets.com/books/1327900478s/10680329.jpg"
"17455585",,"Jennifer L. Armentrout","2014.0","White Hot Kiss (The Dark Elements, #1)","4.28","https://images.gr-assets.com/books/1377784515s/17455585.jpg"
"32769","345329457","H.P. Lovecraft","1931.0","At the Mountains of Madness and Other Tales of Terror","4.25","https://images.gr-assets.com/books/1226634493s/32769.jpg"
"6340016","60596988","Mary Karr","2008.0","Lit","3.88","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
"465904","893662135","Anne McCaffrey","1988.0","Dragonsdawn (Pern, #9)","4.17","https://images.gr-assets.com/books/1304015693s/465904.jpg"
"6596547","399252649","Kathryn Erskine","2010.0","Mockingbird","4.18","https://images.gr-assets.com/books/1301271068s/6596547.jpg"
"107195","1590521358","Joshua Harris","1996.0","I Kissed Dating Goodbye","3.61","https://images.gr-assets.com/books/1320506446s/107195.jpg"
"903","808553038","Zilpha Keatley Snyder","1967.0","The Egypt Game (Game, #1)","3.81","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
"277397","375703055","Kaye Gibbons","1987.0","Ellen Foster","3.75","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
"22904","805210555","Franz Kafka, Nahum N. Glatzer, John Updike, Willa Muir, Edwin Muir, Tania Stern, James Stern, Ernst Kaiser, Eithne Wilkins","1946.0","The Complete Stories","4.34","https://images.gr-assets.com/books/1223588017s/22904.jpg"
"1059680","156924264X","Isa Chandra Moskowitz, Terry Hope Romero","2007.0","Veganomicon: The Ultimate Vegan Cookbook","3.98","https://images.gr-assets.com/books/1328751476s/1059680.jpg"
"260025","786933887","Margaret Weis, Tracy Hickman","1986.0","Test of the Twins (Dragonlance: Legends, #3)","4.16","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
"48467","374530637","Flannery O'Connor","1952.0","Wise Blood","3.88","https://images.gr-assets.com/books/1389629799s/48467.jpg"
"187124","345379624","Terry Brooks","1997.0","Running with the Demon (Word & Void, #1)","3.95","https://images.gr-assets.com/books/1451687782s/187124.jpg"
"223838","1557488150","Charles M. Sheldon","1896.0","In His Steps","4.15","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
"10790516","1439136823","Kresley Cole","2012.0","Lothaire (Immortals After Dark #12)","4.43","https://images.gr-assets.com/books/1366322959s/10790516.jpg"
"515905","1423102991","Mo Willems","2007.0","Knuffle Bunny Too: A Case of Mistaken Identity (Knuffle Bunny, #2)","4.28","https://images.gr-assets.com/books/1327894604s/515905.jpg"
"2260637","446195979","David Baldacci","2008.0","The Whole Truth (A. Shaw, #1)","4.00","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
"2659997","61628018","Elissa Wall, Lisa Pulitzer","2008.0","Stolen Innocence: My Story of Growing Up in a Polygamous Sect, Becoming a Teenage Bride, and Breaking Free of Warren Jeffs","3.89","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
"11178225","039925692X","Ruta Sepetys","2013.0","Out of the Easy","4.05","https://images.gr-assets.com/books/1339784547s/11178225.jpg"
"2182780","1401216226","Ed Brubaker, Doug Mahnke, Patrick Zircher, Aaron Sowd, Steve Bird","2005.0","Batman: The Man Who Laughs","4.09","https://images.gr-assets.com/books/1486038991s/2182780.jpg"
"273511","60744510","Erin Hunter","2005.0","Midnight (Warriors: The New Prophecy, #1)","4.26","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
"18176747","62273205","Ben Horowitz","2014.0","The Hard Thing About Hard Things: Building a Business When There Are No Easy Answers","4.20","https://images.gr-assets.com/books/1386609333s/18176747.jpg"
"11051889","1461052149","Jessica Sorensen","2011.0","The Fallen Star (Fallen Star, #1)","3.91","https://images.gr-assets.com/books/1331385411s/11051889.jpg"
"228990","345348664","Stephen R. Donaldson","1977.0","The Illearth War (The Chronicles of Thomas Covenant the Unbeliever, #2)","3.99","https://images.gr-assets.com/books/1387037078s/228990.jpg"
"18527947","425259862","Nora Roberts","2014.0","Shadow Spell (The Cousins O'Dwyer Trilogy, #2)","4.00","https://images.gr-assets.com/books/1458263039s/18527947.jpg"
"10909804","1592406521","Simon Garfield","2010.0","Just My Type: A Book About Fonts","3.79","https://images.gr-assets.com/books/1327886002s/10909804.jpg"
"3492020","399155481","J.D. Robb","2009.0","Promises in Death (In Death, #28)","4.40","https://images.gr-assets.com/books/1417318467s/3492020.jpg"
"23534","876853629","Charles Bukowski","1977.0","Love Is a Dog from Hell","4.16","https://images.gr-assets.com/books/1377260823s/23534.jpg"
"19161852","316229296","N.K. Jemisin","2015.0","The Fifth Season (The Broken Earth, #1)","4.31","https://images.gr-assets.com/books/1386803701s/19161852.jpg"
"13568322","1846247195","R.D. Ronald","2012.0","The Zombie Room","3.61","https://images.gr-assets.com/books/1348552492s/13568322.jpg"
"67931","552150215","John Katzenbach","2002.0","The Analyst","4.12","https://images.gr-assets.com/books/1280112638s/67931.jpg"
"2113260","670019631","Jasper Fforde","2009.0","Shades of Grey","4.14","https://images.gr-assets.com/books/1327563734s/2113260.jpg"
"33569","140389660","S.E. Hinton","1971.0","That Was Then, This Is Now","3.89","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
"6164358","307582396","Trenton Lee Stewart, Del Roy","2009.0","The Mysterious Benedict Society and the Prisoner's Dilemma (The Mysterious Benedict Society, #3)","4.28","https://images.gr-assets.com/books/1320473034s/6164358.jpg"
"10149142","61579033","Kevin    Wilson","2011.0","The Family Fang","3.60","https://images.gr-assets.com/books/1444101399s/10149142.jpg"
"10907","60744871","Chris Gardner","2006.0","The Pursuit of Happyness","4.17","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
"8517008","385342322","Alan Bradley","2011.0","A Red Herring Without Mustard (Flavia de Luce, #3)","4.07","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
"18728","684804484","Doris Kearns Goodwin","1994.0","No Ordinary Time: Franklin and Eleanor Roosevelt: The Home Front in World War II","4.20","https://images.gr-assets.com/books/1423756471s/18728.jpg"
"414298","375701907","Richard Russo","1997.0","Straight Man","4.02","https://images.gr-assets.com/books/1430659357s/414298.jpg"
"10739","375701966","Walker Percy","1961.0","The Moviegoer","3.70","https://images.gr-assets.com/books/1437668043s/10739.jpg"
"87346","413774031","Anton Chekhov, Tom    Murphy","1904.0","The Cherry Orchard","3.68","https://images.gr-assets.com/books/1464433142s/87346.jpg"
"4835838","545052394","Wendy Mass","2009.0","11 Birthdays (Willow Falls, #1)","4.18","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
"7329","026110215X","J.R.R. Tolkien, Christopher Tolkien","1980.0","Unfinished Tales of Númenor and Middle-Earth","3.93","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
"9461872","385521227","Ann Brashares","2011.0","Sisterhood Everlasting (Sisterhood, #5)","3.90","https://images.gr-assets.com/books/1327878529s/9461872.jpg"
"349090","451452011","Grant Naylor","1989.0","Infinity Welcomes Careful Drivers (Red Dwarf #1)","4.03","https://images.gr-assets.com/books/1403947775s/349090.jpg"
"33459","60735430","Christopher Moore","1994.0","Coyote Blue","3.75","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
"87665","160096527X","G.K. Chesterton","1908.0","Orthodoxy","4.23","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
"426625","60542098","Jane O'Connor, Robin Preiss Glasser","2005.0","Fancy Nancy","4.15","https://images.gr-assets.com/books/1376473636s/426625.jpg"
"3692","99478420","Graham Greene","1948.0","The Heart of the Matter","3.98","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
"21535019","141971189X","Jeff Kinney","2014.0","The Long Haul (Diary of a Wimpy Kid, #9)","4.33","https://images.gr-assets.com/books/1408500992s/21535019.jpg"
"169871","152046917","Patricia C. Wrede, Peter de Sève","1985.0","Talking to Dragons (Enchanted Forest Chronicles, #4)","4.19","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
"2029176","316018708","James Patterson, Howard Roughan","2008.0","Sail","3.80","https://images.gr-assets.com/books/1344264435s/2029176.jpg"
"23301545","1408859645","Neil Gaiman, Chris Riddell","2014.0","The Sleeper and the Spindle","3.90","https://images.gr-assets.com/books/1412343723s/23301545.jpg"
"18114142","045141991X","Susan Meissner","2014.0","A Fall of Marigolds","4.04","https://images.gr-assets.com/books/1385964725s/18114142.jpg"
"18750","452281431","A.N. Roquelaure, Anne Rice","1984.0","Beauty's Punishment (Sleeping Beauty, #2)","3.62","https://images.gr-assets.com/books/1426861477s/18750.jpg"
"285011","1414310560","Dee Henderson","2000.0","The Negotiator (O'Malley, #1)","4.32","https://images.gr-assets.com/books/1406508359s/285011.jpg"
"13041934","143417231","Ravinder Singh","2011.0","Can Love Happen Twice?","3.31","https://images.gr-assets.com/books/1321016822s/13041934.jpg"
"3124249","60548924","Gregory Maguire, Douglas Smith","2008.0","A Lion Among Men (The Wicked Years, #3)","3.29","https://images.gr-assets.com/books/1370992593s/3124249.jpg"
"43908","380720868","Raymond E. Feist","1994.0","Shadow of a Dark Queen (The Serpentwar Saga, #1)","4.02","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
"11466","802136680","Tobias Wolff","1989.0","This Boy's Life","3.98","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
"3993839","312382855","Jonathan Maberry","2009.0","Patient Zero (Joe Ledger, #1)","3.98","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
"545951","679728899","Willa Cather","1927.0","Death Comes for the Archbishop","3.88","https://images.gr-assets.com/books/1436632846s/545951.jpg"
"7942786","1841497967","Patricia Briggs","2012.0","Fair Game (Alpha & Omega, #3)","4.34","https://images.gr-assets.com/books/1327472384s/7942786.jpg"
"17312201","1423194551","Rick Riordan","2013.0","The Son of Sobek (Percy Jackson & Kane Chronicles Crossover, #1)","4.26","https://images.gr-assets.com/books/1367948073s/17312201.jpg"
"52823","1854596373","Molière, Martin Sorrell","1664.0","Tartuffe","3.66","https://images.gr-assets.com/books/1319501006s/52823.jpg"
"4701550","446401056","Larissa Ione","2009.0","Passion Unleashed (Demonica #3)","4.32","https://images.gr-assets.com/books/1344267582s/4701550.jpg"
"386234","030711838X","Mercer Mayer","1975.0","Just for You (Little Critter)","4.25","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
"294047","60002492","James Rollins","2002.0","Amazonia","4.11","https://images.gr-assets.com/books/1440044334s/294047.jpg"
"46674","380810336","David D. Burns","1980.0","Feeling Good: The New Mood Therapy","3.95","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
"114184","515141399","Nora Roberts","2005.0","Blue Smoke","3.97","https://images.gr-assets.com/books/1309286007s/114184.jpg"
"6528","425210278","Patricia Cornwell","2005.0","Predator (Kay Scarpetta, #14)","3.67","https://images.gr-assets.com/books/1310552145s/6528.jpg"
"720298","894864025","Melody Beattie","1986.0","Codependent No More: How to Stop Controlling Others and Start Caring for Yourself","4.13","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
"254308","1933480092","Ivan Goncharov, Stephen Pearl, Galya Diment","1859.0","Oblomov","4.00","https://images.gr-assets.com/books/1456384296s/254308.jpg"
"198332","743426800","Clive Cussler","1994.0","Inca Gold (Dirk Pitt, #12)","3.96","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
"18167006","1400069629","Ruth Reichl","2014.0","Delicious!","3.75","https://images.gr-assets.com/books/1404478598s/18167006.jpg"
"6496815","446504122","Po Bronson, Ashley Merryman","2008.0","NurtureShock: New Thinking About Children","4.04","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
"1849","044657967X","Nelson DeMille","2006.0","Wild Fire (John Corey, #4)","3.99","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
"154423","743497295","Mary Higgins Clark","2006.0","Two Little Girls in Blue","3.85","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
"589979","055327211X","Raymond E. Feist, Janny Wurts","1987.0","Daughter of the Empire (The Empire Trilogy, #1)","4.24","https://images.gr-assets.com/books/1404668411s/589979.jpg"
"688191","689872372","Neal Shusterman","2006.0","Everlost (Skinjacker, #1)","3.94","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
"8534799","1439136807","Kresley Cole","2011.0","Dreams of a Dark Warrior (Immortals After Dark #11)","4.39","https://images.gr-assets.com/books/1285724086s/8534799.jpg"
"7824997","142428698","John Grisham, Richard Thomas","2010.0","Theodore Boone: Kid Lawyer (Theodore Boone, #1)","3.72","https://images.gr-assets.com/books/1275094812s/7824997.jpg"
"34072","224063979","Chris Ware","2000.0","Jimmy Corrigan, the Smartest Kid on Earth","4.10","https://images.gr-assets.com/books/1327962921s/34072.jpg"
"39980","142300705","Richard Peck","2000.0","A Year Down Yonder (A Long Way from Chicago, #2)","4.10","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
"16163690",,"Kristen Ashley","2013.0","Own the Wind (Chaos, #1)","4.22","https://images.gr-assets.com/books/1358119230s/16163690.jpg"
"7135858","1594487588","Ann Brashares","2010.0","My Name Is Memory","3.70","https://images.gr-assets.com/books/1307512606s/7135858.jpg"
"15054","679744479","Jeanette Winterson","1992.0","Written on the Body","4.08","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
"7849341","1450595987","Colleen Houck","2011.0","Tiger's Voyage (The Tiger Saga, #3)","4.35","https://images.gr-assets.com/books/1320459742s/7849341.jpg"
"605015","7203116","Dean Koontz","2009.0","Dead and Alive (Dean Koontz's Frankenstein, #3)","4.01","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
"4591","60894083","Matt Ridley","1999.0","Genome: the Autobiography of a Species in 23 Chapters","4.02","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
"53580","671449028","Sandra Boynton","1982.0","The Going-To-Bed Book","4.22","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
"112675","64473627","Louise Rennison","2001.0","Knocked Out by My Nunga-Nungas (Confessions of Georgia Nicolson, #3)","3.97","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
"27526","842332294","Tim LaHaye, Jerry B. Jenkins","2001.0","Desecration (Left Behind, #9)","4.00","https://images.gr-assets.com/books/1406505722s/27526.jpg"
"18114068","1594204993","Phil Klay","2014.0","Redeployment","3.98","https://images.gr-assets.com/books/1417987993s/18114068.jpg"
"6512140","385733976","Libba Bray","2009.0","Going Bovine","3.65","https://images.gr-assets.com/books/1320391025s/6512140.jpg"
"25807","752861743","James M. Cain","1934.0","The Postman Always Rings Twice","3.81","https://images.gr-assets.com/books/1344265267s/25807.jpg"
"6555517","385736843","Carrie Ryan","2010.0","The Dead-Tossed Waves (The Forest of Hands and Teeth, #2)","3.91","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
"9530","965925072","Robert Kurson","2004.0","Shadow Divers","4.26","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
"8293938","385907508","Clare Vanderpool","2010.0","Moon Over Manifest","4.02","https://images.gr-assets.com/books/1320541883s/8293938.jpg"
"77103","375758771","Amitav Ghosh","2000.0","The Glass Palace","3.94","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
"10710392","1595144358","Jessica Anthony, Rodrigo Corral","2012.0","Chopsticks","3.72","https://images.gr-assets.com/books/1364073067s/10710392.jpg"
"21853628","125001011X","Lisa Scottoline","2015.0","Every Fifteen Minutes","3.72","https://images.gr-assets.com/books/1428638866s/21853628.jpg"
"16279856","385741391","James Dashner","2013.0","The Eye of Minds (The Mortality Doctrine, #1)","3.85","https://images.gr-assets.com/books/1358659346s/16279856.jpg"
"140278","1579126936","Agatha Christie","1957.0","4:50 from Paddington (Miss Marple, #8)","3.92","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
"74036","749934123","J.D. Robb","1997.0","Ceremony in Death (In Death, #5)","4.26","https://images.gr-assets.com/books/1376018955s/74036.jpg"
"18373214","345807154","Jo Nesbø, Don Bartlett","1998.0","Cockroaches (Harry Hole, #2)","3.71","https://images.gr-assets.com/books/1418343189s/18373214.jpg"
"140078","425212033","Charlaine Harris","2006.0","Grave Surprise (Harper Connelly, #2)","3.88","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
"3304","60535032","Isabel Allende, Margaret Sayers Peden","2002.0","City of the Beasts (Eagle and Jaguar, #1)","3.69","https://images.gr-assets.com/books/1331488122s/3304.jpg"
"68497","345460014","China Miéville","2002.0","The Scar (Bas-Lag, #2)","4.15","https://images.gr-assets.com/books/1320435192s/68497.jpg"
"23225","60751649","Meg Cabot","2003.0","Haunted (The Mediator, #5)","4.15","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
"28553","689860064","Anne McCaffrey","1979.0","Dragondrums (Harper Hall, #3)","4.04","https://images.gr-assets.com/books/1410942131s/28553.jpg"
"9545064","446574465","Rachel Simon","2011.0","The Story of Beautiful Girl","3.92","https://images.gr-assets.com/books/1336851169s/9545064.jpg"
"18646","140280553","Dava Sobel","1999.0","Galileo's Daughter: A Historical Memoir of Science, Faith and Love","3.74","https://images.gr-assets.com/books/1414607526s/18646.jpg"
"42692","553241605","Leon Uris","1961.0","Mila 18","4.27","https://images.gr-assets.com/books/1359742799s/42692.jpg"
"11391817","545176867","Allen Say","2011.0","Drawing from Memory","3.81","https://images.gr-assets.com/books/1328837508s/11391817.jpg"
"1330324","071956896X","Amitav Ghosh","2008.0","Sea of Poppies (Ibis Trilogy, #1)","3.93","https://images.gr-assets.com/books/1327376395s/1330324.jpg"
"99245","553290991","Isaac Asimov, Robert Silverberg","1970.0","Nightfall","4.01","https://images.gr-assets.com/books/1368557860s/99245.jpg"
"18005","152018484","Melinda Long, David Shannon","2003.0","How I Became a Pirate","4.07","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
"99208","61129763","Edward Abbey","1975.0","The Monkey Wrench Gang (Monkey Wrench Gang, #1)","4.08","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
"6323821","1400063841","John Irving","2009.0","Last Night in Twisted River","3.74","https://images.gr-assets.com/books/1399850194s/6323821.jpg"
"10115852","006204964X","Rob Bell","2011.0","Love Wins: A Book About Heaven, Hell, and the Fate of Every Person Who Ever Lived","3.54","https://images.gr-assets.com/books/1327878550s/10115852.jpg"
"9376345","451233182","Rachel Caine","2011.0","Bite Club (The Morganville Vampires, #10)","4.23","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
"78970","312933541","Jeffrey Archer","1985.0","A Matter of Honor","3.90","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
"469901","743482883","Linda Howard","2000.0","Mr. Perfect","4.07","https://images.gr-assets.com/books/1327960914s/469901.jpg"
"16093188",,"M. Leighton","2013.0","Up to Me (The Bad Boys, #2)","4.12","https://images.gr-assets.com/books/1355328750s/16093188.jpg"
"16124019",,"Mira Lyn Kelly","2012.0","Waking Up Married (Waking Up, #1)","3.53","https://images.gr-assets.com/books/1352411782s/16124019.jpg"
"1225261","055380555X","Linwood Barclay","2007.0","No Time for Goodbye (No Time For Goodbye #1)","4.00","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
"207802","60730269","Katherine Hannigan","2004.0","Ida B. . . and Her Plans to Maximize Fun, Avoid Disaster, and (Possibly) Save the World","3.86","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
"4703450","7273746","Robin Hobb","2009.0","The Dragon Keeper (Rain Wild Chronicles, #1)","3.93","https://images.gr-assets.com/books/1330079386s/4703450.jpg"
"210404","195007778","Aldo Leopold","1949.0","A Sand County Almanac and Sketches Here and There","4.24","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
"895886","805072063","Eric Knight, Marguerite Kirmse","1940.0","Lassie Come-Home","4.16","https://images.gr-assets.com/books/1316130656s/895886.jpg"
"1013383","333710932","Julia Donaldson, Axel Scheffler","1999.0","The Gruffalo","4.47","https://images.gr-assets.com/books/1329674496s/1013383.jpg"
"359","345455290","Douglas Adams","2002.0","The Salmon of Doubt (Dirk Gently, #3)","3.92","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
"250024","1857987632","Arthur C. Clarke","1956.0","The City and the Stars","4.08","https://images.gr-assets.com/books/1340242824s/250024.jpg"
"352262","316737372","Cressida Cowell","2003.0","How to Train Your Dragon (How to Train Your Dragon, #1)","3.85","https://images.gr-assets.com/books/1431930187s/352262.jpg"
"6753","034911188X","David Foster Wallace","1999.0","Brief Interviews with Hideous Men","3.88","https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png"
