{20} -> {17} (conf: 0.921, supp: 0.275, lift: 2.972, conv: 8.698)
{23} -> {18} (conf: 0.918, supp: 0.269, lift: 3.093, conv: 8.555)
{18} -> {23} (conf: 0.906, supp: 0.269, lift: 3.093, conv: 7.548)
{24} -> {18} (conf: 0.925, supp: 0.269, lift: 3.117, conv: 9.378)
{18} -> {24} (conf: 0.906, supp: 0.269, lift: 3.117, conv: 7.519)
{27} -> {18} (conf: 0.905, supp: 0.255, lift: 3.050, conv: 7.411)
{27} -> {21} (conf: 0.911, supp: 0.257, lift: 3.191, conv: 8.064)
{21} -> {27} (conf: 0.901, supp: 0.257, lift: 3.191, conv: 7.238)
{27} -> {24} (conf: 0.916, supp: 0.258, lift: 3.151, conv: 8.411)
{27} -> {25} (conf: 0.909, supp: 0.257, lift: 3.174, conv: 7.860)
{52} -> {49} (conf: 0.923, supp: 0.166, lift: 5.075, conv: 10.580)
{49} -> {52} (conf: 0.914, supp: 0.166, lift: 5.075, conv: 9.525)
{56} -> {52} (conf: 0.914, supp: 0.161, lift: 5.075, conv: 9.525)
{17, 23, 27} -> {21, 25} (conf: 0.909, supp: 0.119, lift: 3.661, conv: 8.298)
{17, 23, 25} -> {21, 27} (conf: 0.927, supp: 0.119, lift: 3.605, conv: 10.226)
{17, 21, 25} -> {23, 27} (conf: 0.906, supp: 0.119, lift: 3.637, conv: 7.992)
{17, 21, 23} -> {25, 27} (conf: 0.907, supp: 0.119, lift: 3.533, conv: 7.978)
{17, 24, 25, 27} -> {21} (conf: 0.956, supp: 0.122, lift: 3.347, conv: 16.224)
{17, 21, 25, 27} -> {24} (conf: 0.960, supp: 0.122, lift: 3.304, conv: 17.697)
{17, 21, 24, 27} -> {25} (conf: 0.950, supp: 0.122, lift: 3.318, conv: 14.382)
{17, 21, 24, 25} -> {27} (conf: 0.977, supp: 0.122, lift: 3.462, conv: 31.471)
{17, 25, 27} -> {21, 24} (conf: 0.903, supp: 0.122, lift: 3.512, conv: 7.627)
{17, 24, 27} -> {21, 25} (conf: 0.906, supp: 0.122, lift: 3.646, conv: 7.982)
{17, 24, 25} -> {21, 27} (conf: 0.923, supp: 0.122, lift: 3.588, conv: 9.651)
{17, 21, 27} -> {24, 25} (conf: 0.904, supp: 0.122, lift: 3.594, conv: 7.823)
{17, 21, 25} -> {24, 27} (conf: 0.930, supp: 0.122, lift: 3.598, conv: 10.578)
{17, 21, 24} -> {25, 27} (conf: 0.911, supp: 0.122, lift: 3.549, conv: 8.332)
{17, 24, 25, 27} -> {23} (conf: 0.941, supp: 0.120, lift: 3.210, conv: 11.951)
{17, 23, 25, 27} -> {24} (conf: 0.970, supp: 0.120, lift: 3.340, conv: 24.030)
{17, 23, 24, 27} -> {25} (conf: 0.955, supp: 0.120, lift: 3.332, conv: 15.710)
{17, 23, 24, 25} -> {27} (conf: 0.977, supp: 0.120, lift: 3.459, conv: 30.591)
{17, 24, 25} -> {23, 27} (conf: 0.908, supp: 0.120, lift: 3.646, conv: 8.201)
{17, 23, 27} -> {24, 25} (conf: 0.919, supp: 0.120, lift: 3.651, conv: 9.194)
{17, 23, 25} -> {24, 27} (conf: 0.937, supp: 0.120, lift: 3.624, conv: 11.719)
{20, 21, 23, 24} -> {18} (conf: 0.974, supp: 0.116, lift: 3.283, conv: 27.289)
{18, 20, 23, 24} -> {21} (conf: 0.944, supp: 0.116, lift: 3.305, conv: 12.751)
{18, 20, 21, 24} -> {23} (conf: 0.957, supp: 0.116, lift: 3.267, conv: 16.587)
{18, 20, 21, 23} -> {24} (conf: 0.970, supp: 0.116, lift: 3.338, conv: 23.619)
{20, 23, 24} -> {18, 21} (conf: 0.915, supp: 0.116, lift: 3.593, conv: 8.781)
{20, 21, 24} -> {18, 23} (conf: 0.913, supp: 0.116, lift: 3.395, conv: 8.413)
{20, 21, 23} -> {18, 24} (conf: 0.932, supp: 0.116, lift: 3.469, conv: 10.828)
{18, 20, 21} -> {23, 24} (conf: 0.922, supp: 0.116, lift: 3.558, conv: 9.555)
{20, 21, 23, 25} -> {18} (conf: 0.974, supp: 0.112, lift: 3.282, conv: 26.937)
{18, 20, 23, 25} -> {21} (conf: 0.958, supp: 0.112, lift: 3.353, conv: 16.906)
{18, 20, 21, 25} -> {23} (conf: 0.958, supp: 0.112, lift: 3.270, conv: 16.912)
{18, 20, 21, 23} -> {25} (conf: 0.940, supp: 0.112, lift: 3.280, conv: 11.816)
{20, 23, 25} -> {18, 21} (conf: 0.926, supp: 0.112, lift: 3.634, conv: 10.013)
{20, 21, 25} -> {18, 23} (conf: 0.901, supp: 0.112, lift: 3.350, conv: 7.393)
{20, 21, 23} -> {18, 25} (conf: 0.903, supp: 0.112, lift: 3.601, conv: 7.747)
{18, 20, 25} -> {21, 23} (conf: 0.900, supp: 0.112, lift: 3.582, conv: 7.520)
{20, 21, 23, 27} -> {18} (conf: 0.971, supp: 0.115, lift: 3.272, conv: 24.216)
{18, 20, 23, 27} -> {21} (conf: 0.964, supp: 0.115, lift: 3.375, conv: 19.740)
{18, 20, 21, 27} -> {23} (conf: 0.959, supp: 0.115, lift: 3.273, conv: 17.306)
{18, 20, 21, 23} -> {27} (conf: 0.962, supp: 0.115, lift: 3.410, conv: 19.115)
{20, 23, 27} -> {18, 21} (conf: 0.930, supp: 0.115, lift: 3.652, conv: 10.691)
{20, 21, 27} -> {18, 23} (conf: 0.901, supp: 0.115, lift: 3.351, conv: 7.404)
{20, 21, 23} -> {18, 27} (conf: 0.925, supp: 0.115, lift: 3.621, conv: 9.960)
{18, 20, 27} -> {21, 23} (conf: 0.912, supp: 0.115, lift: 3.629, conv: 8.528)
{18, 20, 21} -> {23, 27} (conf: 0.915, supp: 0.115, lift: 3.674, conv: 8.869)
{20, 21, 24, 25} -> {18} (conf: 0.961, supp: 0.114, lift: 3.237, conv: 17.889)
{18, 20, 24, 25} -> {21} (conf: 0.952, supp: 0.114, lift: 3.334, conv: 14.967)
{18, 20, 21, 25} -> {24} (conf: 0.971, supp: 0.114, lift: 3.341, conv: 24.299)
{18, 20, 21, 24} -> {25} (conf: 0.940, supp: 0.114, lift: 3.280, conv: 11.818)
{20, 24, 25} -> {18, 21} (conf: 0.908, supp: 0.114, lift: 3.566, conv: 8.131)
{20, 21, 25} -> {18, 24} (conf: 0.913, supp: 0.114, lift: 3.397, conv: 8.403)
{18, 20, 25} -> {21, 24} (conf: 0.912, supp: 0.114, lift: 3.550, conv: 8.472)
{18, 20, 21} -> {24, 25} (conf: 0.905, supp: 0.114, lift: 3.598, conv: 7.909)
{20, 21, 24, 27} -> {18} (conf: 0.960, supp: 0.117, lift: 3.234, conv: 17.455)
{18, 20, 24, 27} -> {21} (conf: 0.958, supp: 0.117, lift: 3.356, conv: 17.167)
{18, 20, 21, 27} -> {24} (conf: 0.973, supp: 0.117, lift: 3.349, conv: 26.303)
{18, 20, 21, 24} -> {27} (conf: 0.964, supp: 0.117, lift: 3.414, conv: 19.778)
{20, 24, 27} -> {18, 21} (conf: 0.916, supp: 0.117, lift: 3.595, conv: 8.849)
{20, 21, 27} -> {18, 24} (conf: 0.914, supp: 0.117, lift: 3.402, conv: 8.532)
{20, 21, 24} -> {18, 27} (conf: 0.919, supp: 0.117, lift: 3.597, conv: 9.208)
{18, 20, 27} -> {21, 24} (conf: 0.925, supp: 0.117, lift: 3.601, conv: 9.962)
{18, 20, 21} -> {24, 27} (conf: 0.929, supp: 0.117, lift: 3.593, conv: 10.383)
{20, 21, 25, 27} -> {18} (conf: 0.948, supp: 0.114, lift: 3.195, conv: 13.559)
{18, 20, 25, 27} -> {21} (conf: 0.955, supp: 0.114, lift: 3.342, conv: 15.705)
{18, 20, 21, 27} -> {25} (conf: 0.952, supp: 0.114, lift: 3.323, conv: 14.859)
{18, 20, 21, 25} -> {27} (conf: 0.974, supp: 0.114, lift: 3.451, conv: 27.769)
{20, 21, 25} -> {18, 27} (conf: 0.916, supp: 0.114, lift: 3.586, conv: 8.877)
{18, 20, 27} -> {21, 25} (conf: 0.905, supp: 0.114, lift: 3.644, conv: 7.944)
{18, 20, 25} -> {21, 27} (conf: 0.915, supp: 0.114, lift: 3.558, conv: 8.784)
{18, 20, 21} -> {25, 27} (conf: 0.908, supp: 0.114, lift: 3.540, conv: 8.124)
{20, 23, 24, 25} -> {18} (conf: 0.975, supp: 0.114, lift: 3.286, conv: 28.476)
{18, 20, 24, 25} -> {23} (conf: 0.952, supp: 0.114, lift: 3.248, conv: 14.667)
{18, 20, 23, 25} -> {24} (conf: 0.970, supp: 0.114, lift: 3.338, conv: 23.539)
{18, 20, 23, 24} -> {25} (conf: 0.926, supp: 0.114, lift: 3.233, conv: 9.643)
{20, 24, 25} -> {18, 23} (conf: 0.908, supp: 0.114, lift: 3.375, conv: 7.937)
{20, 23, 25} -> {18, 24} (conf: 0.937, supp: 0.114, lift: 3.487, conv: 11.658)
{18, 20, 25} -> {23, 24} (conf: 0.912, supp: 0.114, lift: 3.517, conv: 8.402)
{20, 23, 24, 27} -> {18} (conf: 0.974, supp: 0.116, lift: 3.283, conv: 27.486)
{18, 20, 24, 27} -> {23} (conf: 0.953, supp: 0.116, lift: 3.253, conv: 15.143)
{18, 20, 23, 27} -> {24} (conf: 0.973, supp: 0.116, lift: 3.347, conv: 25.876)
{18, 20, 23, 24} -> {27} (conf: 0.945, supp: 0.116, lift: 3.348, conv: 13.094)
{20, 24, 27} -> {18, 23} (conf: 0.911, supp: 0.116, lift: 3.387, conv: 8.207)
{20, 23, 27} -> {18, 24} (conf: 0.939, supp: 0.116, lift: 3.493, conv: 11.940)
{20, 23, 24} -> {18, 27} (conf: 0.916, supp: 0.116, lift: 3.586, conv: 8.896)
{18, 20, 27} -> {23, 24} (conf: 0.921, supp: 0.116, lift: 3.550, conv: 9.320)
{20, 23, 25, 27} -> {18} (conf: 0.973, supp: 0.114, lift: 3.279, conv: 26.040)
{18, 20, 25, 27} -> {23} (conf: 0.952, supp: 0.114, lift: 3.248, conv: 14.683)
{18, 20, 23, 27} -> {25} (conf: 0.954, supp: 0.114, lift: 3.330, conv: 15.492)
{18, 20, 23, 25} -> {27} (conf: 0.971, supp: 0.114, lift: 3.440, conv: 24.730)
{20, 23, 27} -> {18, 25} (conf: 0.921, supp: 0.114, lift: 3.671, conv: 9.455)
{20, 23, 25} -> {18, 27} (conf: 0.938, supp: 0.114, lift: 3.673, conv: 12.078)
{18, 20, 27} -> {23, 25} (conf: 0.903, supp: 0.114, lift: 3.723, conv: 7.799)
{18, 20, 25} -> {23, 27} (conf: 0.913, supp: 0.114, lift: 3.664, conv: 8.620)
{20, 24, 25, 27} -> {18} (conf: 0.961, supp: 0.116, lift: 3.238, conv: 17.948)
{18, 20, 25, 27} -> {24} (conf: 0.970, supp: 0.116, lift: 3.338, conv: 23.515)
{18, 20, 24, 27} -> {25} (conf: 0.953, supp: 0.116, lift: 3.326, conv: 15.086)
{18, 20, 24, 25} -> {27} (conf: 0.971, supp: 0.116, lift: 3.439, conv: 24.657)
{20, 25, 27} -> {18, 24} (conf: 0.908, supp: 0.116, lift: 3.380, conv: 7.990)
{20, 24, 27} -> {18, 25} (conf: 0.910, supp: 0.116, lift: 3.629, conv: 8.356)
{20, 24, 25} -> {18, 27} (conf: 0.926, supp: 0.116, lift: 3.625, conv: 10.076)
{18, 20, 27} -> {24, 25} (conf: 0.920, supp: 0.116, lift: 3.656, conv: 9.346)
{18, 20, 25} -> {24, 27} (conf: 0.930, supp: 0.116, lift: 3.599, conv: 10.614)
{21, 23, 24, 25} -> {18} (conf: 0.980, supp: 0.217, lift: 3.302, conv: 35.296)
{18, 23, 24, 25} -> {21} (conf: 0.961, supp: 0.217, lift: 3.363, conv: 18.101)
{18, 21, 24, 25} -> {23} (conf: 0.961, supp: 0.217, lift: 3.278, conv: 18.021)
{18, 21, 23, 25} -> {24} (conf: 0.974, supp: 0.217, lift: 3.352, conv: 27.192)
{18, 21, 23, 24} -> {25} (conf: 0.930, supp: 0.217, lift: 3.247, conv: 10.202)
{23, 24, 25} -> {18, 21} (conf: 0.937, supp: 0.217, lift: 3.681, conv: 11.924)
{21, 24, 25} -> {18, 23} (conf: 0.923, supp: 0.217, lift: 3.432, conv: 9.525)
{21, 23, 25} -> {18, 24} (conf: 0.949, supp: 0.217, lift: 3.532, conv: 14.423)
{21, 23, 24} -> {18, 25} (conf: 0.907, supp: 0.217, lift: 3.615, conv: 8.045)
{18, 24, 25} -> {21, 23} (conf: 0.908, supp: 0.217, lift: 3.611, conv: 8.107)
{18, 23, 25} -> {21, 24} (conf: 0.928, supp: 0.217, lift: 3.613, conv: 10.380)
{18, 21, 25} -> {23, 24} (conf: 0.931, supp: 0.217, lift: 3.591, conv: 10.740)
{21, 23, 24, 26} -> {18} (conf: 0.978, supp: 0.102, lift: 3.296, conv: 32.222)
{18, 23, 24, 26} -> {21} (conf: 0.944, supp: 0.102, lift: 3.304, conv: 12.660)
{18, 21, 24, 26} -> {23} (conf: 0.955, supp: 0.102, lift: 3.260, conv: 15.866)
{18, 21, 23, 26} -> {24} (conf: 0.972, supp: 0.102, lift: 3.346, conv: 25.418)
{23, 24, 26} -> {18, 21} (conf: 0.918, supp: 0.102, lift: 3.603, conv: 9.045)
{21, 24, 26} -> {18, 23} (conf: 0.914, supp: 0.102, lift: 3.398, conv: 8.508)
{21, 23, 26} -> {18, 24} (conf: 0.937, supp: 0.102, lift: 3.485, conv: 11.567)
{18, 21, 26} -> {23, 24} (conf: 0.922, supp: 0.102, lift: 3.558, conv: 9.546)
{21, 23, 24, 27} -> {18} (conf: 0.978, supp: 0.225, lift: 3.295, conv: 31.971)
{18, 23, 24, 27} -> {21} (conf: 0.964, supp: 0.225, lift: 3.375, conv: 19.773)
{18, 21, 24, 27} -> {23} (conf: 0.962, supp: 0.225, lift: 3.282, conv: 18.574)
{18, 21, 23, 27} -> {24} (conf: 0.975, supp: 0.225, lift: 3.356, conv: 28.452)
{18, 21, 23, 24} -> {27} (conf: 0.962, supp: 0.225, lift: 3.407, conv: 18.781)
{23, 24, 27} -> {18, 21} (conf: 0.940, supp: 0.225, lift: 3.689, conv: 12.335)
{21, 24, 27} -> {18, 23} (conf: 0.922, supp: 0.225, lift: 3.426, conv: 9.318)
{21, 23, 27} -> {18, 24} (conf: 0.946, supp: 0.225, lift: 3.521, conv: 13.603)
{21, 23, 24} -> {18, 27} (conf: 0.938, supp: 0.225, lift: 3.671, conv: 11.973)
{18, 24, 27} -> {21, 23} (conf: 0.914, supp: 0.225, lift: 3.635, conv: 8.674)
{18, 23, 27} -> {21, 24} (conf: 0.936, supp: 0.225, lift: 3.640, conv: 11.529)
{18, 21, 27} -> {23, 24} (conf: 0.934, supp: 0.225, lift: 3.603, conv: 11.239)
{18, 21, 24} -> {23, 27} (conf: 0.919, supp: 0.225, lift: 3.689, conv: 9.263)
{18, 21, 23} -> {24, 27} (conf: 0.930, supp: 0.225, lift: 3.599, conv: 10.633)
{23, 27} -> {18, 21, 24} (conf: 0.902, supp: 0.225, lift: 3.689, conv: 7.705)
{21, 23, 25, 27} -> {18} (conf: 0.978, supp: 0.218, lift: 3.294, conv: 31.489)
{18, 23, 25, 27} -> {21} (conf: 0.962, supp: 0.218, lift: 3.369, conv: 18.879)
{18, 21, 25, 27} -> {23} (conf: 0.962, supp: 0.218, lift: 3.284, conv: 18.760)
{18, 21, 23, 27} -> {25} (conf: 0.946, supp: 0.218, lift: 3.302, conv: 13.171)
{18, 21, 23, 25} -> {27} (conf: 0.977, supp: 0.218, lift: 3.461, conv: 31.110)
{23, 25, 27} -> {18, 21} (conf: 0.937, supp: 0.218, lift: 3.678, conv: 11.815)
{21, 25, 27} -> {18, 23} (conf: 0.912, supp: 0.218, lift: 3.392, conv: 8.345)
{21, 23, 27} -> {18, 25} (conf: 0.918, supp: 0.218, lift: 3.659, conv: 9.122)
{21, 23, 25} -> {18, 27} (conf: 0.952, supp: 0.218, lift: 3.727, conv: 15.590)
{18, 25, 27} -> {21, 23} (conf: 0.911, supp: 0.218, lift: 3.624, conv: 8.409)
{18, 23, 27} -> {21, 25} (conf: 0.907, supp: 0.218, lift: 3.653, conv: 8.125)
{18, 23, 25} -> {21, 27} (conf: 0.931, supp: 0.218, lift: 3.620, conv: 10.811)
{18, 21, 27} -> {23, 25} (conf: 0.906, supp: 0.218, lift: 3.736, conv: 8.066)
{18, 21, 25} -> {23, 27} (conf: 0.934, supp: 0.218, lift: 3.749, conv: 11.362)
{18, 21, 23} -> {25, 27} (conf: 0.902, supp: 0.218, lift: 3.516, conv: 7.613)
{21, 23, 26, 27} -> {18} (conf: 0.974, supp: 0.101, lift: 3.282, conv: 27.025)
{18, 23, 26, 27} -> {21} (conf: 0.964, supp: 0.101, lift: 3.376, conv: 19.968)
{18, 21, 26, 27} -> {23} (conf: 0.958, supp: 0.101, lift: 3.270, conv: 16.921)
{18, 21, 23, 26} -> {27} (conf: 0.958, supp: 0.101, lift: 3.395, conv: 17.179)
{23, 26, 27} -> {18, 21} (conf: 0.934, supp: 0.101, lift: 3.669, conv: 11.373)
{21, 26, 27} -> {18, 23} (conf: 0.902, supp: 0.101, lift: 3.354, conv: 7.466)
{21, 23, 26} -> {18, 27} (conf: 0.923, supp: 0.101, lift: 3.614, conv: 9.722)
{18, 26, 27} -> {21, 23} (conf: 0.911, supp: 0.101, lift: 3.624, conv: 8.420)
{18, 21, 26} -> {23, 27} (conf: 0.909, supp: 0.101, lift: 3.650, conv: 8.273)
{21, 24, 25, 27} -> {18} (conf: 0.964, supp: 0.221, lift: 3.248, conv: 19.555)
{18, 24, 25, 27} -> {21} (conf: 0.954, supp: 0.221, lift: 3.339, conv: 15.420)
{18, 21, 25, 27} -> {24} (conf: 0.975, supp: 0.221, lift: 3.355, conv: 28.055)
{18, 21, 24, 27} -> {25} (conf: 0.945, supp: 0.221, lift: 3.299, conv: 13.000)
{18, 21, 24, 25} -> {27} (conf: 0.976, supp: 0.221, lift: 3.458, conv: 30.112)
{24, 25, 27} -> {18, 21} (conf: 0.915, supp: 0.221, lift: 3.593, conv: 8.795)
{21, 25, 27} -> {18, 24} (conf: 0.924, supp: 0.221, lift: 3.438, conv: 9.641)
{21, 24, 27} -> {18, 25} (conf: 0.905, supp: 0.221, lift: 3.610, conv: 7.922)
{21, 24, 25} -> {18, 27} (conf: 0.938, supp: 0.221, lift: 3.671, conv: 12.017)
{18, 25, 27} -> {21, 24} (conf: 0.923, supp: 0.221, lift: 3.590, conv: 9.613)
{18, 24, 25} -> {21, 27} (conf: 0.922, supp: 0.221, lift: 3.584, conv: 9.547)
{18, 21, 27} -> {24, 25} (conf: 0.918, supp: 0.221, lift: 3.647, conv: 9.099)
{18, 21, 25} -> {24, 27} (conf: 0.946, supp: 0.221, lift: 3.660, conv: 13.718)
{18, 21, 24} -> {25, 27} (conf: 0.903, supp: 0.221, lift: 3.518, conv: 7.652)
{21, 24, 26, 27} -> {18} (conf: 0.961, supp: 0.103, lift: 3.239, conv: 18.176)
{18, 24, 26, 27} -> {21} (conf: 0.958, supp: 0.103, lift: 3.355, conv: 17.128)
{18, 21, 26, 27} -> {24} (conf: 0.976, supp: 0.103, lift: 3.360, conv: 29.781)
{18, 21, 24, 26} -> {27} (conf: 0.959, supp: 0.103, lift: 3.399, conv: 17.705)
{24, 26, 27} -> {18, 21} (conf: 0.917, supp: 0.103, lift: 3.600, conv: 8.963)
{21, 26, 27} -> {18, 24} (conf: 0.919, supp: 0.103, lift: 3.419, conv: 9.027)
{21, 24, 26} -> {18, 27} (conf: 0.918, supp: 0.103, lift: 3.593, conv: 9.070)
{18, 26, 27} -> {21, 24} (conf: 0.928, supp: 0.103, lift: 3.612, conv: 10.343)
{18, 21, 26} -> {24, 27} (conf: 0.926, supp: 0.103, lift: 3.584, conv: 10.059)
{23, 24, 25, 27} -> {18} (conf: 0.979, supp: 0.221, lift: 3.299, conv: 33.485)
{18, 24, 25, 27} -> {23} (conf: 0.954, supp: 0.221, lift: 3.254, conv: 15.232)
{18, 23, 25, 27} -> {24} (conf: 0.974, supp: 0.221, lift: 3.354, conv: 27.788)
{18, 23, 24, 27} -> {25} (conf: 0.947, supp: 0.221, lift: 3.306, conv: 13.445)
{18, 23, 24, 25} -> {27} (conf: 0.976, supp: 0.221, lift: 3.457, conv: 29.707)
{24, 25, 27} -> {18, 23} (conf: 0.915, supp: 0.221, lift: 3.402, conv: 8.619)
{23, 25, 27} -> {18, 24} (conf: 0.949, supp: 0.221, lift: 3.531, conv: 14.313)
{23, 24, 27} -> {18, 25} (conf: 0.923, supp: 0.221, lift: 3.680, conv: 9.738)
{23, 24, 25} -> {18, 27} (conf: 0.952, supp: 0.221, lift: 3.728, conv: 15.652)
{18, 25, 27} -> {23, 24} (conf: 0.923, supp: 0.221, lift: 3.558, conv: 9.574)
{18, 24, 25} -> {23, 27} (conf: 0.922, supp: 0.221, lift: 3.701, conv: 9.642)
{18, 23, 27} -> {24, 25} (conf: 0.919, supp: 0.221, lift: 3.653, conv: 9.252)
{18, 23, 25} -> {24, 27} (conf: 0.943, supp: 0.221, lift: 3.649, conv: 13.059)
{23, 25} -> {18, 24, 27} (conf: 0.910, supp: 0.221, lift: 3.701, conv: 8.408)
{23, 24, 26, 27} -> {18} (conf: 0.977, supp: 0.102, lift: 3.293, conv: 30.892)
{18, 24, 26, 27} -> {23} (conf: 0.951, supp: 0.102, lift: 3.247, conv: 14.571)
{18, 23, 26, 27} -> {24} (conf: 0.975, supp: 0.102, lift: 3.357, conv: 28.738)
{18, 23, 24, 26} -> {27} (conf: 0.941, supp: 0.102, lift: 3.333, conv: 12.126)
{24, 26, 27} -> {18, 23} (conf: 0.910, supp: 0.102, lift: 3.384, conv: 8.153)
{23, 26, 27} -> {18, 24} (conf: 0.945, supp: 0.102, lift: 3.517, conv: 13.347)
{23, 24, 26} -> {18, 27} (conf: 0.915, supp: 0.102, lift: 3.581, conv: 8.750)
{18, 26, 27} -> {23, 24} (conf: 0.922, supp: 0.102, lift: 3.554, conv: 9.444)
{24, 25, 26, 27} -> {18} (conf: 0.963, supp: 0.101, lift: 3.244, conv: 18.896)
{18, 25, 26, 27} -> {24} (conf: 0.972, supp: 0.101, lift: 3.345, conv: 25.299)
{18, 24, 26, 27} -> {25} (conf: 0.944, supp: 0.101, lift: 3.294, conv: 12.658)
{18, 24, 25, 26} -> {27} (conf: 0.967, supp: 0.101, lift: 3.427, conv: 21.924)
{25, 26, 27} -> {18, 24} (conf: 0.916, supp: 0.101, lift: 3.407, conv: 8.671)
{24, 26, 27} -> {18, 25} (conf: 0.903, supp: 0.101, lift: 3.599, conv: 7.709)
{24, 25, 26} -> {18, 27} (conf: 0.925, supp: 0.101, lift: 3.620, conv: 9.914)
{18, 26, 27} -> {24, 25} (conf: 0.914, supp: 0.101, lift: 3.632, conv: 8.698)
{18, 25, 26} -> {24, 27} (conf: 0.929, supp: 0.101, lift: 3.594, conv: 10.450)
{20, 23, 24, 25} -> {21} (conf: 0.961, supp: 0.112, lift: 3.363, conv: 18.110)
{20, 21, 24, 25} -> {23} (conf: 0.946, supp: 0.112, lift: 3.227, conv: 13.017)
{20, 21, 23, 25} -> {24} (conf: 0.971, supp: 0.112, lift: 3.343, conv: 24.718)
{20, 21, 23, 24} -> {25} (conf: 0.941, supp: 0.112, lift: 3.286, conv: 12.142)
{20, 23, 25} -> {21, 24} (conf: 0.923, supp: 0.112, lift: 3.592, conv: 9.662)
{20, 21, 23} -> {24, 25} (conf: 0.901, supp: 0.112, lift: 3.580, conv: 7.551)
{20, 23, 24, 27} -> {21} (conf: 0.965, supp: 0.115, lift: 3.378, conv: 20.319)
{20, 21, 24, 27} -> {23} (conf: 0.945, supp: 0.115, lift: 3.225, conv: 12.913)
{20, 21, 23, 27} -> {24} (conf: 0.970, supp: 0.115, lift: 3.339, conv: 23.783)
{20, 21, 23, 24} -> {27} (conf: 0.966, supp: 0.115, lift: 3.422, conv: 21.049)
{20, 24, 27} -> {21, 23} (conf: 0.902, supp: 0.115, lift: 3.588, conv: 7.637)
{20, 23, 27} -> {21, 24} (conf: 0.930, supp: 0.115, lift: 3.617, conv: 10.544)
{20, 23, 24} -> {21, 27} (conf: 0.907, supp: 0.115, lift: 3.527, conv: 8.013)
{20, 21, 27} -> {23, 24} (conf: 0.901, supp: 0.115, lift: 3.473, conv: 7.446)
{20, 21, 24} -> {23, 27} (conf: 0.905, supp: 0.115, lift: 3.634, conv: 7.929)
{20, 21, 23} -> {24, 27} (conf: 0.924, supp: 0.115, lift: 3.577, conv: 9.822)
{20, 23, 25, 27} -> {21} (conf: 0.963, supp: 0.113, lift: 3.371, conv: 19.188)
{20, 21, 25, 27} -> {23} (conf: 0.936, supp: 0.113, lift: 3.192, conv: 10.970)
{20, 21, 23, 27} -> {25} (conf: 0.951, supp: 0.113, lift: 3.320, conv: 14.537)
{20, 21, 23, 25} -> {27} (conf: 0.977, supp: 0.113, lift: 3.461, conv: 31.170)
{20, 23, 27} -> {21, 25} (conf: 0.911, supp: 0.113, lift: 3.667, conv: 8.452)
{20, 23, 25} -> {21, 27} (conf: 0.928, supp: 0.113, lift: 3.609, conv: 10.387)
{20, 21, 25} -> {23, 27} (conf: 0.904, supp: 0.113, lift: 3.628, conv: 7.820)
{20, 21, 23} -> {25, 27} (conf: 0.906, supp: 0.113, lift: 3.531, conv: 7.921)
{20, 24, 25, 27} -> {21} (conf: 0.958, supp: 0.116, lift: 3.354, conv: 16.959)
{20, 21, 25, 27} -> {24} (conf: 0.960, supp: 0.116, lift: 3.305, conv: 17.917)
{20, 21, 24, 27} -> {25} (conf: 0.951, supp: 0.116, lift: 3.320, conv: 14.592)
{20, 21, 24, 25} -> {27} (conf: 0.976, supp: 0.116, lift: 3.459, conv: 30.510)
{20, 25, 27} -> {21, 24} (conf: 0.906, supp: 0.116, lift: 3.524, conv: 7.879)
{20, 24, 27} -> {21, 25} (conf: 0.908, supp: 0.116, lift: 3.653, conv: 8.130)
{20, 24, 25} -> {21, 27} (conf: 0.923, supp: 0.116, lift: 3.589, conv: 9.680)
{20, 21, 27} -> {24, 25} (conf: 0.906, supp: 0.116, lift: 3.601, conv: 7.969)
{20, 21, 25} -> {24, 27} (conf: 0.928, supp: 0.116, lift: 3.590, conv: 10.296)
{20, 21, 24} -> {25, 27} (conf: 0.911, supp: 0.116, lift: 3.549, conv: 8.343)
{20, 24, 25, 27} -> {23} (conf: 0.942, supp: 0.114, lift: 3.215, conv: 12.238)
{20, 23, 25, 27} -> {24} (conf: 0.972, supp: 0.114, lift: 3.346, conv: 25.515)
{20, 23, 24, 27} -> {25} (conf: 0.955, supp: 0.114, lift: 3.334, conv: 15.840)
{20, 23, 24, 25} -> {27} (conf: 0.976, supp: 0.114, lift: 3.456, conv: 29.445)
{20, 24, 25} -> {23, 27} (conf: 0.908, supp: 0.114, lift: 3.645, conv: 8.179)
{20, 23, 27} -> {24, 25} (conf: 0.920, supp: 0.114, lift: 3.656, conv: 9.355)
{20, 23, 25} -> {24, 27} (conf: 0.938, supp: 0.114, lift: 3.627, conv: 11.881)
{23, 24, 25, 27} -> {21} (conf: 0.963, supp: 0.217, lift: 3.373, conv: 19.472)
{21, 24, 25, 27} -> {23} (conf: 0.949, supp: 0.217, lift: 3.237, conv: 13.729)
{21, 23, 25, 27} -> {24} (conf: 0.974, supp: 0.217, lift: 3.353, conv: 27.615)
{21, 23, 24, 27} -> {25} (conf: 0.945, supp: 0.217, lift: 3.300, conv: 13.073)
{21, 23, 24, 25} -> {27} (conf: 0.980, supp: 0.217, lift: 3.471, conv: 35.422)
{24, 25, 27} -> {21, 23} (conf: 0.901, supp: 0.217, lift: 3.582, conv: 7.525)
