lhs,rhs,confidence
"(27, 28, 29)","(24,)",0.944851357173632
"(24, 28, 29)","(27,)",0.9103362391033624
"(27, 28, 30)","(24,)",0.9253065774804905
"(24, 28, 30)","(27,)",0.8867521367521367
"(27, 28, 67)","(24,)",0.9303178484107579
"(24, 28, 67)","(27,)",0.9070321811680572
"(27, 28, 105)","(24,)",0.9326765188834154
"(24, 28, 105)","(27,)",0.9176090468497576
"(27, 28, 117)","(24,)",0.9398496240601504
"(24, 28, 117)","(27,)",0.8928571428571429
"(27, 28, 119)","(24,)",0.9245283018867925
"(24, 28, 119)","(27,)",0.8837675350701403
"(27, 29, 30)","(24,)",0.9336801040312094
"(24, 29, 30)","(27,)",0.899749373433584
"(27, 29, 67)","(24,)",0.9304964539007092
"(24, 29, 67)","(27,)",0.8961748633879781
"(27, 29, 105)","(24,)",0.9414802065404475
"(24, 29, 105)","(27,)",0.9255499153976311
"(27, 29, 117)","(24,)",0.9484615384615385
"(24, 29, 117)","(27,)",0.9126572908956329
"(27, 29, 119)","(24,)",0.9386503067484663
"(24, 29, 119)","(27,)",0.8989424206815512
"(27, 29, 353)","(24,)",0.9407313997477932
"(24, 29, 353)","(27,)",0.9086479902557856
"(27, 30, 67)","(24,)",0.9166666666666666
"(24, 30, 67)","(27,)",0.8638743455497382
"(27, 30, 105)","(24,)",0.9224137931034483
"(24, 30, 105)","(27,)",0.9089805825242718
"(27, 30, 106)","(24,)",0.9127988748241913
"(24, 30, 106)","(27,)",0.8829931972789116
"(27, 30, 112)","(24,)",0.9102941176470588
"(24, 30, 112)","(27,)",0.8514442916093535
"(27, 30, 119)","(24,)",0.8987341772151899
"(24, 30, 119)","(27,)",0.859304084720121
"(27, 117, 119)","(24,)",0.9307228915662651
"(24, 117, 119)","(27,)",0.8765957446808511
"(27, 117, 386)","(24,)",0.9345955249569707
"(24, 117, 386)","(27,)",0.8843648208469055
"(26, 27, 28)","(25,)",0.9282634261074089
"(25, 26, 28)","(27,)",0.9174738473459899
"(26, 27, 29)","(25,)",0.9349936682144365
"(25, 26, 29)","(27,)",0.9279430247172182
"(26, 27, 30)","(25,)",0.920602327173169
"(25, 26, 30)","(27,)",0.8925016589250165
"(26, 27, 67)","(25,)",0.9146810146041506
"(25, 26, 67)","(27,)",0.8933933933933934
"(26, 27, 105)","(25,)",0.9384615384615385
"(25, 26, 105)","(27,)",0.934040047114252
"(26, 27, 106)","(25,)",0.925414364640884
"(25, 26, 106)","(27,)",0.901749663526245
"(26, 27, 117)","(25,)",0.9269662921348315
"(25, 26, 117)","(27,)",0.912232204561161
"(26, 27, 119)","(25,)",0.9023297491039427
"(25, 26, 119)","(27,)",0.9137931034482759
"(26, 27, 447)","(25,)",0.953198127925117
"(25, 26, 447)","(27,)",0.9472868217054263
"(26, 447)","(25, 27)",0.7247924080664294
"(27, 28, 29)","(25,)",0.9293408013787161
"(25, 28, 29)","(27,)",0.9198294243070363
"(27, 28, 30)","(25,)",0.9130434782608695
"(25, 28, 30)","(27,)",0.8863636363636364
"(27, 28, 67)","(25,)",0.921760391198044
"(25, 28, 67)","(27,)",0.8933649289099526
"(27, 28, 105)","(25,)",0.9277504105090312
"(25, 28, 105)","(27,)",0.940099833610649
"(27, 28, 117)","(25,)",0.9233082706766917
"(25, 28, 117)","(27,)",0.9016152716593245
"(27, 28, 119)","(25,)",0.9067085953878407
"(25, 28, 119)","(27,)",0.9010416666666666
"(27, 29, 30)","(25,)",0.9271781534460338
"(25, 29, 30)","(27,)",0.8813349814585909
"(27, 29, 67)","(25,)",0.9333333333333333
"(25, 29, 67)","(27,)",0.8903924221921515
"(27, 29, 105)","(25,)",0.9500860585197934
"(25, 29, 105)","(27,)",0.9419795221843004
"(27, 29, 117)","(25,)",0.9307692307692308
"(25, 29, 117)","(27,)",0.9084084084084084
"(27, 29, 119)","(25,)",0.9177914110429448
"(25, 29, 119)","(27,)",0.8852071005917159
"(27, 29, 353)","(25,)",0.9331651954602774
"(25, 29, 353)","(27,)",0.9158415841584159
"(27, 30, 67)","(25,)",0.8930555555555556
"(25, 30, 67)","(27,)",0.8561917443408789
"(27, 30, 105)","(25,)",0.9199507389162561
"(25, 30, 105)","(27,)",0.9043583535108959
"(27, 30, 106)","(25,)",0.9043600562587905
"(25, 30, 106)","(27,)",0.8700947225981055
"(27, 30, 112)","(25,)",0.8897058823529411
"(25, 30, 112)","(27,)",0.8793604651162791
"(27, 30, 119)","(25,)",0.8908227848101266
"(25, 30, 119)","(27,)",0.8440779610194903
"(27, 117, 119)","(25,)",0.9126506024096386
"(25, 117, 119)","(27,)",0.8872620790629575
"(27, 117, 386)","(25,)",0.9225473321858864
"(25, 117, 386)","(27,)",0.8903654485049833
"(13, 24, 25, 26)","(21,)",0.944326391840204
"(13, 21, 25, 26)","(24,)",0.9623213512343005
"(13, 21, 24, 26)","(25,)",0.926605504587156
"(13, 25, 26)","(21, 24)",0.8706896551724138
"(13, 24, 26)","(21, 25)",0.8442249240121581
"(13, 21, 26)","(24, 25)",0.8727415553809897
"(13, 24, 25, 27)","(21,)",0.947528695244788
"(13, 21, 25, 27)","(24,)",0.9681665868836764
"(13, 21, 24, 27)","(25,)",0.9437704153056463
"(13, 21, 24, 25)","(27,)",0.9775253745770904
"(13, 25, 27)","(21, 24)",0.9012923351158645
"(13, 24, 27)","(21, 25)",0.8907729574983484
"(13, 24, 25)","(21, 27)",0.9155726573110005
"(13, 21, 27)","(24, 25)",0.9079685746352413
"(13, 21, 25)","(24, 27)",0.9359093012494215
"(13, 21, 24)","(25, 27)",0.9041126508717032
"(13, 27)","(21, 24, 25)",0.8307660710618197
"(13, 25)","(21, 24, 27)",0.8198216457235509
"(13, 24)","(21, 25, 27)",0.8049751243781095
"(13, 21)","(24, 25, 27)",0.8316200657894737
"(13, 24, 25, 28)","(21,)",0.9330164217804667
"(13, 21, 25, 28)","(24,)",0.9599822143174744
"(13, 21, 24, 28)","(25,)",0.9222554463904314
"(13, 25, 28)","(21, 24)",0.8493312352478364
"(13, 24, 28)","(21, 25)",0.8193548387096774
"(13, 21, 28)","(24, 25)",0.8567460317460317
"(13, 24, 25, 29)","(21,)",0.9370314842578711
"(13, 21, 25, 29)","(24,)",0.96849173553719
"(13, 21, 24, 29)","(25,)",0.9286775631500743
"(13, 25, 29)","(21, 24)",0.8600917431192661
"(13, 24, 29)","(21, 25)",0.8393017009847806
"(13, 21, 29)","(24, 25)",0.8688600556070436
"(13, 24, 25, 30)","(21,)",0.9205776173285198
"(13, 21, 25, 30)","(24,)",0.9503105590062112
"(13, 21, 24, 30)","(25,)",0.9329268292682927
"(13, 25, 30)","(21, 24)",0.799373040752351
"(13, 24, 30)","(21, 25)",0.8208154506437768
"(13, 21, 30)","(24, 25)",0.8324265505984766
"(13, 24, 25, 67)","(21,)",0.9238227146814404
"(13, 21, 25, 67)","(24,)",0.9501424501424501
"(13, 21, 24, 67)","(25,)",0.9099590723055935
"(13, 25, 67)","(21, 24)",0.802647412755716
"(13, 24, 67)","(21, 25)",0.804583835946924
"(13, 21, 67)","(24, 25)",0.8368883312421581
"(13, 24, 25, 117)","(21,)",0.934801016088061
"(13, 21, 25, 117)","(24,)",0.9608355091383812
"(13, 21, 24, 117)","(25,)",0.9215358931552587
"(13, 25, 117)","(21, 24)",0.847926267281106
"(13, 24, 117)","(21, 25)",0.8244958924570575
"(13, 21, 117)","(24, 25)",0.8571428571428571
"(13, 24, 25, 119)","(21,)",0.9202518363064008
"(13, 21, 25, 119)","(24,)",0.9542981501632208
"(13, 21, 24, 119)","(25,)",0.9192872117400419
"(13, 25, 119)","(21, 24)",0.815813953488372
"(13, 24, 119)","(21, 25)",0.7893789378937894
"(13, 21, 119)","(24, 25)",0.8448940269749519
"(13, 24, 26, 27)","(21,)",0.9549772821148286
"(13, 21, 26, 27)","(24,)",0.9661512745507731
"(13, 21, 24, 26)","(27,)",0.9641367806505421
"(13, 26, 27)","(21, 24)",0.9027723545490043
"(13, 24, 26)","(21, 27)",0.878419452887538
"(13, 21, 26)","(24, 27)",0.9080911233307148
"(13, 24, 26, 28)","(21,)",0.9045454545454545
"(13, 21, 26, 28)","(24,)",0.9463315217391305
"(13, 24, 26, 29)","(21,)",0.9162182936202921
"(13, 21, 26, 29)","(24,)",0.9543634907926342
"(13, 24, 26, 117)","(21,)",0.914364640883978
"(13, 21, 26, 117)","(24,)",0.9376770538243626
"(13, 24, 26, 119)","(21,)",0.8930817610062893
"(13, 21, 26, 119)","(24,)",0.9435215946843853
"(13, 24, 27, 28)","(21,)",0.9432534678436317
"(13, 21, 27, 28)","(24,)",0.9672413793103448
"(13, 21, 24, 28)","(27,)",0.9585647159333618
"(13, 27, 28)","(21, 24)",0.8897700237906423
"(13, 24, 28)","(21, 27)",0.8516129032258064
"(13, 21, 28)","(24, 27)",0.8904761904761904
"(13, 24, 27, 29)","(21,)",0.9461576113558492
"(13, 21, 27, 29)","(24,)",0.9757698132256436
"(13, 21, 24, 29)","(27,)",0.9574046557701833
"(13, 27, 29)","(21, 24)",0.9028491359177955
"(13, 24, 29)","(21, 27)",0.8652641002685766
"(13, 21, 29)","(24, 27)",0.8957367933271547
"(13, 24, 27, 30)","(21,)",0.9242603550295858
"(13, 21, 27, 30)","(24,)",0.9489671931956257
"(13, 21, 24, 30)","(27,)",0.9524390243902439
"(13, 27, 30)","(21, 24)",0.8452380952380952
"(13, 24, 30)","(21, 27)",0.8379828326180258
"(13, 21, 30)","(24, 27)",0.8498367791077258
"(13, 24, 27, 67)","(21,)",0.9364864864864865
"(13, 21, 27, 67)","(24,)",0.9558620689655173
"(13, 21, 24, 67)","(27,)",0.9454297407912687
"(13, 27, 67)","(21, 24)",0.8619402985074627
"(13, 24, 67)","(21, 27)",0.8359469240048251
"(13, 21, 67)","(24, 27)",0.8695106649937264
"(13, 24, 27, 117)","(21,)",0.9475437135720233
"(13, 21, 27, 117)","(24,)",0.964406779661017
"(13, 21, 24, 117)","(27,)",0.9499165275459098
"(13, 27, 117)","(21, 24)",0.8925490196078432
"(13, 24, 117)","(21, 27)",0.8498879761015683
"(13, 21, 117)","(24, 27)",0.8835403726708074
"(13, 24, 27, 119)","(21,)",0.9254341164453525
"(13, 21, 27, 119)","(24,)",0.9587301587301588
"(13, 21, 24, 119)","(27,)",0.949685534591195
"(13, 27, 119)","(21, 24)",0.8571428571428571
"(13, 24, 119)","(21, 27)",0.8154815481548154
"(13, 21, 119)","(24, 27)",0.8728323699421965
"(13, 24, 28, 29)","(21,)",0.8972222222222223
"(13, 21, 28, 29)","(24,)",0.9423778264040846
"(13, 24, 28, 117)","(21,)",0.8834355828220859
"(13, 21, 28, 117)","(24,)",0.9424083769633508
"(13, 24, 28, 119)","(21,)",0.8626865671641791
"(13, 21, 28, 119)","(24,)",0.918918918918919
"(13, 24, 29, 117)","(21,)",0.9025069637883009
"(13, 21, 29, 117)","(24,)",0.9487554904831625
"(13, 25, 26, 27)","(21,)",0.945332211942809
"(13, 21, 26, 27)","(25,)",0.9394066025908901
"(13, 21, 25, 26)","(27,)",0.9735816370723257
"(13, 26, 27)","(21, 25)",0.8777821163607966
"(13, 25, 26)","(21, 27)",0.8808777429467085
"(13, 21, 26)","(25, 27)",0.8829536527886881
"(13, 25, 26, 28)","(21,)",0.9058265582655827
"(13, 21, 26, 28)","(25,)",0.9082880434782609
"(13, 25, 26, 29)","(21,)",0.9098164405426975
"(13, 21, 26, 29)","(25,)",0.9127301841473179
"(13, 25, 26, 117)","(21,)",0.9106628242074928
"(13, 21, 26, 117)","(25,)",0.8951841359773371
"(13, 25, 26, 119)","(21,)",0.8899835796387521
"(13, 21, 26, 119)","(25,)",0.9003322259136213
"(13, 25, 27, 28)","(21,)",0.9327335047129391
"(13, 21, 27, 28)","(25,)",0.9383620689655172
"(13, 21, 25, 28)","(27,)",0.9679857714539796
"(13, 27, 28)","(21, 25)",0.8632038065027756
"(13, 25, 28)","(21, 27)",0.8564122738001574
"(13, 21, 28)","(25, 27)",0.8638888888888889
"(13, 25, 27, 29)","(21,)",0.9357752132463623
"(13, 21, 27, 29)","(25,)",0.9414437152953054
"(13, 21, 25, 29)","(27,)",0.9633264462809917
"(13, 27, 29)","(21, 25)",0.8710882765063055
"(13, 25, 29)","(21, 27)",0.8555045871559633
"(13, 21, 29)","(25, 27)",0.8642261353104727
"(13, 25, 27, 30)","(21,)",0.9126328217237308
"(13, 21, 27, 30)","(25,)",0.9392466585662211
"(13, 21, 25, 30)","(27,)",0.9602484472049689
"(13, 27, 30)","(21, 25)",0.8365800865800865
"(13, 25, 30)","(21, 27)",0.8077324973876698
"(13, 21, 30)","(25, 27)",0.8411316648531012
"(13, 25, 27, 67)","(21,)",0.9224489795918367
"(13, 21, 27, 67)","(25,)",0.9351724137931035
"(13, 21, 25, 67)","(27,)",0.9658119658119658
"(13, 27, 67)","(21, 25)",0.8432835820895522
"(13, 25, 67)","(21, 27)",0.8158844765342961
"(13, 21, 67)","(25, 27)",0.8506900878293601
"(13, 25, 27, 117)","(21,)",0.9367088607594937
"(13, 21, 27, 117)","(25,)",0.940677966101695
"(13, 21, 25, 117)","(27,)",0.9660574412532638
"(13, 27, 117)","(21, 25)",0.8705882352941177
"(13, 25, 117)","(21, 27)",0.8525345622119815
"(13, 21, 117)","(25, 27)",0.8618012422360248
"(13, 25, 27, 119)","(21,)",0.9167533818938606
"(13, 21, 27, 119)","(25,)",0.9322751322751323
"(13, 21, 25, 119)","(27,)",0.9586507072905331
"(13, 27, 119)","(21, 25)",0.8334910122989593
"(13, 25, 119)","(21, 27)",0.8195348837209302
"(13, 21, 119)","(25, 27)",0.848747591522158
"(13, 25, 28, 29)","(21,)",0.8933236574746009
"(13, 21, 28, 29)","(25,)",0.8978847556528081
"(13, 25, 28, 117)","(21,)",0.8783958602846055
"(13, 21, 28, 117)","(25,)",0.8887434554973822
"(13, 25, 28, 119)","(21,)",0.8683385579937304
"(13, 21, 28, 119)","(25,)",0.8807631160572337
"(13, 25, 29, 117)","(21,)",0.8858381502890174
"(13, 21, 29, 117)","(25,)",0.8975109809663251
"(13, 26, 27, 28)","(21,)",0.9331081081081081
"(13, 21, 26, 28)","(27,)",0.9381793478260869
"(13, 26, 27, 29)","(21,)",0.9420289855072463
"(13, 21, 26, 29)","(27,)",0.9367493995196157
"(13, 26, 27, 117)","(21,)",0.9421128798842258
"(13, 21, 26, 117)","(27,)",0.9220963172804533
"(13, 26, 27, 119)","(21,)",0.9214402618657938
"(13, 21, 26, 119)","(27,)",0.9352159468438538
"(13, 27, 28, 29)","(21,)",0.9294636296840558
"(13, 21, 28, 29)","(27,)",0.9226841721371262
"(13, 27, 28, 117)","(21,)",0.923784494086728
"(13, 21, 28, 117)","(27,)",0.9201570680628273
"(13, 27, 28, 119)","(21,)",0.902668759811617
"(13, 21, 28, 119)","(27,)",0.9141494435612083
"(13, 27, 29, 117)","(21,)",0.9265785609397944
"(13, 21, 29, 117)","(27,)",0.9238653001464129
"(13, 25, 26, 27)","(24,)",0.95878889823381
"(13, 24, 26, 27)","(25,)",0.9417596034696406
"(13, 24, 25, 26)","(27,)",0.9689757756056099
"(13, 26, 27)","(24, 25)",0.8902772354549005
"(13, 25, 26)","(24, 27)",0.8934169278996865
"(13, 24, 26)","(25, 27)",0.8662613981762918
"(13, 25, 26, 28)","(24,)",0.9288617886178862
"(13, 24, 26, 28)","(25,)",0.8902597402597403
"(13, 25, 26, 29)","(24,)",0.9361532322426177
"(13, 24, 26, 29)","(25,)",0.9016141429669485
"(13, 25, 26, 117)","(24,)",0.9279538904899135
"(13, 24, 26, 117)","(25,)",0.8895027624309392
"(13, 25, 26, 119)","(24,)",0.9178981937602627
"(13, 24, 26, 119)","(25,)",0.8789308176100629
"(13, 25, 27, 28)","(24,)",0.9571550985432733
"(13, 24, 27, 28)","(25,)",0.9390500210172341
"(13, 24, 25, 28)","(27,)",0.9654278305963699
"(13, 27, 28)","(24, 25)",0.8858049167327517
"(13, 25, 28)","(24, 27)",0.8788355625491738
"(13, 24, 28)","(25, 27)",0.8478178368121442
"(13, 25, 27, 29)","(24,)",0.9668840943301555
"(13, 24, 27, 29)","(25,)",0.9432207537934411
"(13, 24, 25, 29)","(27,)",0.9630184907546226
"(13, 27, 29)","(24, 25)",0.9000467071461934
"(13, 25, 29)","(24, 27)",0.8839449541284403
"(13, 24, 29)","(25, 27)",0.8625783348254252
"(13, 25, 27, 30)","(24,)",0.9433293978748524
"(13, 24, 27, 30)","(25,)",0.9455621301775148
"(13, 24, 25, 30)","(27,)",0.9614921780986763
"(13, 27, 30)","(24, 25)",0.8647186147186147
"(13, 25, 30)","(24, 27)",0.8349007314524556
"(13, 24, 30)","(25, 27)",0.8572961373390557
"(13, 25, 27, 67)","(24,)",0.9360544217687075
"(13, 24, 27, 67)","(25,)",0.9297297297297298
"(13, 24, 25, 67)","(27,)",0.9529085872576177
"(13, 27, 67)","(24, 25)",0.8557213930348259
"(13, 25, 67)","(24, 27)",0.8279181708784596
"(13, 24, 67)","(25, 27)",0.8299155609167672
"(13, 25, 27, 117)","(24,)",0.9561181434599156
"(13, 24, 27, 117)","(25,)",0.9433805162364696
"(13, 24, 25, 117)","(27,)",0.9593564775613886
"(13, 27, 117)","(24, 25)",0.8886274509803922
"(13, 25, 117)","(24, 27)",0.8701996927803379
"(13, 24, 117)","(25, 27)",0.8461538461538461
"(13, 25, 27, 119)","(24,)",0.9448491155046826
"(13, 24, 27, 119)","(25,)",0.9274770173646578
"(13, 24, 25, 119)","(27,)",0.9527806925498427
"(13, 27, 119)","(24, 25)",0.859035004730369
"(13, 25, 119)","(24, 27)",0.8446511627906976
"(13, 24, 119)","(25, 27)",0.8172817281728173
"(13, 25, 28, 29)","(24,)",0.9238026124818578
"(13, 24, 28, 29)","(25,)",0.8840277777777777
"(13, 25, 28, 117)","(24,)",0.9184993531694696
"(13, 24, 28, 117)","(25,)",0.8711656441717791
"(13, 25, 28, 119)","(24,)",0.8949843260188087
"(13, 24, 28, 119)","(25,)",0.8522388059701492
"(13, 25, 29, 117)","(24,)",0.9263005780346821
"(13, 24, 29, 117)","(25,)",0.8927576601671309
"(13, 26, 27, 28)","(24,)",0.9506756756756757
"(13, 24, 26, 28)","(27,)",0.9136363636363637
"(13, 26, 27, 29)","(24,)",0.9629629629629629
"(13, 24, 26, 29)","(27,)",0.9192928516525749
"(13, 26, 27, 117)","(24,)",0.9536903039073806
"(13, 24, 26, 117)","(27,)",0.9102209944751382
"(13, 26, 27, 119)","(24,)",0.9443535188216039
"(13, 24, 26, 119)","(27,)",0.9072327044025157
"(13, 27, 28, 29)","(24,)",0.9573842762674504
"(13, 24, 28, 29)","(27,)",0.9048611111111111
"(13, 27, 28, 117)","(24,)",0.9500657030223391
"(13, 24, 28, 117)","(27,)",0.8871165644171779
"(13, 27, 28, 119)","(24,)",0.9277864992150706
"(13, 24, 28, 119)","(27,)",0.8820895522388059
"(13, 27, 29, 117)","(24,)",0.9588839941262849
"(13, 24, 29, 117)","(27,)",0.9094707520891365
"(13, 26, 27, 28)","(25,)",0.9310810810810811
"(13, 25, 26, 28)","(27,)",0.9336043360433605
"(13, 26, 27, 29)","(25,)",0.9339774557165862
"(13, 25, 26, 29)","(27,)",0.9257781324820431
"(13, 26, 27, 117)","(25,)",0.9276410998552822
"(13, 25, 26, 117)","(27,)",0.9236311239193083
"(13, 26, 27, 119)","(25,)",0.9181669394435352
"(13, 25, 26, 119)","(27,)",0.9211822660098522
"(13, 27, 28, 29)","(25,)",0.9309331373989713
"(13, 25, 28, 29)","(27,)",0.9194484760522497
"(13, 27, 28, 117)","(25,)",0.926412614980289
"(13, 25, 28, 117)","(27,)",0.9120310478654593
"(13, 27, 28, 119)","(25,)",0.9089481946624803
"(13, 25, 28, 119)","(27,)",0.9075235109717869
"(13, 27, 29, 117)","(25,)",0.9309838472834068
"(13, 25, 29, 117)","(27,)",0.9161849710982659
"(24, 25, 26, 27)","(21,)",0.9570868945868946
"(21, 25, 26, 27)","(24,)",0.9644715593037861
"(21, 24, 26, 27)","(25,)",0.9410014005602241
"(21, 24, 25, 26)","(27,)",0.9733792104310033
"(25, 26, 27)","(21, 24)",0.9102455546147333
"(24, 26, 27)","(21, 25)",0.8974787109701119
"(24, 25, 26)","(21, 27)",0.9194320903181663
"(21, 26, 27)","(24, 25)",0.899581589958159
"(21, 25, 26)","(24, 27)",0.9291270527225584
"(21, 24, 26)","(25, 27)",0.8985289200936142
"(26, 27)","(21, 24, 25)",0.8385335413416537
"(25, 26)","(21, 24, 27)",0.8361854387056628
"(24, 26)","(21, 25, 27)",0.8192348727328151
"(21, 26)","(24, 25, 27)",0.8301158301158301
"(24, 25, 26, 28)","(21,)",0.9382402707275804
"(21, 25, 26, 28)","(24,)",0.9572723349158394
"(21, 24, 26, 28)","(25,)",0.9233971690258118
"(25, 26, 28)","(21, 24)",0.8593568384347152
"(24, 26, 28)","(21, 25)",0.8372970932427332
"(21, 26, 28)","(24, 25)",0.864043630697312
"(24, 25, 26, 29)","(21,)",0.9469424460431655
"(21, 25, 26, 29)","(24,)",0.9714022140221402
"(21, 24, 26, 29)","(25,)",0.9347536617842876
"(25, 26, 29)","(21, 24)",0.8822790113112694
"(24, 26, 29)","(21, 25)",0.8602941176470589
"(21, 26, 29)","(24, 25)",0.8833892617449665
"(24, 25, 26, 30)","(21,)",0.9381980640357409
"(21, 25, 26, 30)","(24,)",0.9516616314199395
"(21, 24, 26, 30)","(25,)",0.9203798392987582
"(25, 26, 30)","(21, 24)",0.836098208360982
"(24, 26, 30)","(21, 25)",0.8262295081967214
"(21, 26, 30)","(24, 25)",0.8394403730846103
"(24, 25, 26, 67)","(21,)",0.9424216765453006
"(21, 25, 26, 67)","(24,)",0.9472340425531914
"(21, 24, 26, 67)","(25,)",0.9108019639934534
"(25, 26, 67)","(21, 24)",0.8355855855855856
"(24, 26, 67)","(21, 25)",0.8299776286353467
"(21, 26, 67)","(24, 25)",0.8355855855855856
"(24, 25, 26, 105)","(21,)",0.9452229299363057
"(21, 25, 26, 105)","(24,)",0.954954954954955
"(21, 24, 26, 105)","(25,)",0.9368686868686869
"(25, 26, 105)","(21, 24)",0.8739693757361602
"(24, 26, 105)","(21, 25)",0.85385500575374
"(21, 26, 105)","(24, 25)",0.8678362573099415
"(24, 25, 26, 106)","(21,)",0.947129909365559
"(21, 25, 26, 106)","(24,)",0.947129909365559
"(21, 24, 26, 106)","(25,)",0.91800878477306
"(25, 26, 106)","(21, 24)",0.8438761776581427
"(24, 26, 106)","(21, 25)",0.8382352941176471
"(21, 26, 106)","(24, 25)",0.8450134770889488
"(24, 25, 26, 117)","(21,)",0.944319036869827
"(21, 25, 26, 117)","(24,)",0.9609494640122511
"(21, 24, 26, 117)","(25,)",0.9296296296296296
"(25, 26, 117)","(21, 24)",0.8673116793365584
"(24, 26, 117)","(21, 25)",0.8554873892297206
"(21, 26, 117)","(24, 25)",0.8578263841421736
"(24, 25, 26, 119)","(21,)",0.935515873015873
"(21, 25, 26, 119)","(24,)",0.9583333333333334
"(21, 24, 26, 119)","(25,)",0.9164237123420796
"(25, 26, 119)","(21, 24)",0.8557168784029038
"(24, 26, 119)","(21, 25)",0.8207136640557006
"(21, 26, 119)","(24, 25)",0.8457399103139014
"(24, 25, 26, 447)","(21,)",0.9686985172981878
"(21, 25, 26, 447)","(24,)",0.9639344262295082
"(21, 24, 26, 447)","(25,)",0.9592169657422512
"(25, 26, 447)","(21, 24)",0.9116279069767442
"(24, 26, 447)","(21, 25)",0.9130434782608695
"(21, 26, 447)","(24, 25)",0.9032258064516129
"(24, 25, 27, 28)","(21,)",0.9499637418419145
"(21, 25, 27, 28)","(24,)",0.9644171779141104
"(21, 24, 27, 28)","(25,)",0.9419942473633749
"(21, 24, 25, 28)","(27,)",0.9744606992313415
"(25, 27, 28)","(21, 24)",0.9019967867798945
"(24, 27, 28)","(21, 25)",0.8913585847130868
"(24, 25, 28)","(21, 27)",0.9124680752263756
"(21, 27, 28)","(24, 25)",0.9017898118402937
"(21, 25, 28)","(24, 27)",0.9288584259040416
"(21, 24, 28)","(25, 27)",0.8980804387568556
"(27, 28)","(21, 24, 25)",0.8308668076109936
"(25, 28)","(21, 24, 27)",0.8196037539103233
"(24, 28)","(21, 25, 27)",0.8012232415902141
"(21, 28)","(24, 25, 27)",0.8237266820373087
"(24, 25, 27, 29)","(21,)",0.9506021135414107
"(21, 25, 27, 29)","(24,)",0.9716151720673197
"(21, 24, 27, 29)","(25,)",0.949901768172888
"(21, 24, 25, 29)","(27,)",0.9755359394703657
"(25, 27, 29)","(21, 24)",0.9092618711800659
"(24, 27, 29)","(21, 25)",0.8984901277584204
"(24, 25, 29)","(21, 27)",0.9148533585619678
"(21, 27, 29)","(24, 25)",0.916153481762198
"(21, 25, 29)","(24, 27)",0.9390628793396455
"(21, 24, 29)","(25, 27)",0.907981220657277
"(27, 29)","(21, 24, 25)",0.8447259226905438
"(25, 29)","(21, 24, 27)",0.8296868296868297
"(24, 29)","(21, 25, 27)",0.8170680185889312
"(21, 29)","(24, 25, 27)",0.840139009556907
"(24, 25, 27, 30)","(21,)",0.9434256730394069
"(21, 25, 27, 30)","(24,)",0.9583828775267539
"(21, 24, 27, 30)","(25,)",0.941955590183093
"(21, 24, 25, 30)","(27,)",0.9668132746901239
"(25, 27, 30)","(21, 24)",0.8824817518248175
"(24, 27, 30)","(21, 25)",0.8831263696128561
"(24, 25, 30)","(21, 27)",0.8955555555555555
"(21, 27, 30)","(24, 25)",0.8899521531100478
"(21, 25, 30)","(24, 27)",0.9131419939577039
"(21, 24, 30)","(25, 27)",0.8857142857142857
"(27, 30)","(21, 24, 25)",0.8019900497512438
"(25, 30)","(21, 24, 27)",0.7703090156100669
"(24, 30)","(21, 25, 27)",0.7740076824583867
"(21, 30)","(24, 25, 27)",0.7817652764306499
"(24, 25, 27, 67)","(21,)",0.9488422186322025
"(21, 25, 27, 67)","(24,)",0.952947539210384
"(21, 24, 27, 67)","(25,)",0.9372340425531915
"(21, 24, 25, 67)","(27,)",0.9676002196595277
"(25, 27, 67)","(21, 24)",0.8885526979324256
"(24, 27, 67)","(21, 25)",0.8849824208940231
"(24, 25, 67)","(21, 27)",0.9003576903423608
"(21, 27, 67)","(24, 25)",0.8854271356783919
"(21, 25, 67)","(24, 27)",0.9115364718054837
"(21, 24, 67)","(25, 27)",0.877927254608869
"(27, 67)","(21, 24, 25)",0.8089990817263545
"(25, 67)","(21, 24, 27)",0.7779249448123621
"(24, 67)","(21, 25, 27)",0.7768959435626103
"(21, 67)","(24, 25, 27)",0.7887197851387645
"(24, 25, 27, 105)","(21,)",0.9468864468864469
"(21, 25, 27, 105)","(24,)",0.9600742804085423
"(21, 24, 27, 105)","(25,)",0.9494949494949495
"(21, 24, 25, 105)","(27,)",0.9787032654992901
"(25, 27, 105)","(21, 24)",0.8944636678200693
"(24, 27, 105)","(21, 25)",0.8952380952380953
"(24, 25, 105)","(21, 27)",0.9158547387068202
"(21, 27, 105)","(24, 25)",0.9018752725686873
"(21, 25, 105)","(24, 27)",0.929438202247191
"(21, 24, 105)","(25, 27)",0.9098108227012759
"(27, 105)","(21, 24, 25)",0.827531012404962
"(25, 105)","(21, 24, 27)",0.8199841395717684
"(24, 105)","(21, 25, 27)",0.811935610522183
"(21, 105)","(24, 25, 27)",0.8315239244069159
"(24, 25, 27, 106)","(21,)",0.9557109557109557
"(21, 25, 27, 106)","(24,)",0.9586905689789555
"(21, 24, 27, 106)","(25,)",0.9403669724770642
"(21, 24, 25, 106)","(27,)",0.9761904761904762
"(25, 27, 106)","(21, 24)",0.8945454545454545
"(24, 27, 106)","(21, 25)",0.8932461873638344
"(24, 25, 106)","(21, 27)",0.9158600148920327
